"id";"montante";"tipo";"data_hora_transacao";"origem_fk";"destino_fk"
2374;227.93;"PIX";"2021-01-10 07:23:10";219;891
2375;870.97;"TED";"2021-10-31 04:31:46";896;441
2376;141.62;"DOC";"2021-09-21 19:40:50";860;286
2377;787.03;"TED";"2022-01-06 10:16:20";347;728
2378;851.60;"DOC";"2022-01-24 21:46:31";869;367
2379;780.07;"TED";"2022-04-12 18:32:37";380;201
2380;824.02;"PIX";"2021-07-09 15:36:47";278;515
2381;201.70;"DOC";"2021-04-26 03:12:03";52;813
2382;671.56;"DOC";"2021-07-31 09:59:51";273;469
2383;191.19;"PIX";"2021-11-12 00:43:45";843;751
2384;464.85;"PIX";"2021-01-15 14:16:26";861;633
2385;947.91;"TED";"2021-03-17 13:35:53";288;107
2386;259.79;"TED";"2021-11-25 08:01:01";641;85
2387;570.23;"TED";"2021-10-03 00:51:39";189;450
2388;221.53;"PIX";"2022-03-17 12:31:02";333;831
2389;69.65;"TED";"2021-07-23 09:02:26";456;670
2390;730.70;"PIX";"2021-06-24 21:12:09";18;273
2391;524.59;"PIX";"2021-12-09 21:08:54";162;577
2392;258.33;"PIX";"2022-05-28 03:40:59";777;293
2393;883.66;"PIX";"2022-04-11 18:11:24";475;602
2394;338.31;"TED";"2021-02-20 07:19:45";776;739
2395;421.75;"PIX";"2021-04-02 14:38:08";424;117
2396;452.31;"PIX";"2022-02-06 06:03:22";860;297
2397;652.48;"TED";"2021-08-03 06:08:24";664;837
2398;869.08;"PIX";"2021-12-22 01:27:55";820;415
2399;586.88;"TED";"2022-04-20 05:36:17";10;530
2400;708.48;"TED";"2021-05-23 15:19:21";453;812
2401;258.52;"DOC";"2021-04-23 17:28:29";439;786
2402;593.68;"DOC";"2021-03-25 21:19:11";129;426
2403;834.43;"TED";"2022-03-04 18:51:22";234;141
2404;306.62;"TED";"2021-03-30 15:56:22";488;867
2405;280.21;"PIX";"2021-09-24 23:34:06";744;26
2406;147.14;"PIX";"2022-05-02 02:56:34";52;201
2407;500.13;"PIX";"2021-01-24 13:19:11";30;815
2408;270.30;"DOC";"2022-03-31 22:35:11";643;57
2409;724.59;"TED";"2022-04-13 13:54:11";670;59
2410;2.14;"DOC";"2021-07-28 04:57:24";810;7
2411;570.89;"DOC";"2021-01-13 14:20:49";86;708
2412;858.01;"PIX";"2021-06-24 15:40:57";425;321
2413;864.15;"PIX";"2022-01-29 04:32:46";326;451
2414;430.00;"TED";"2021-01-01 04:44:07";837;349
2415;672.58;"TED";"2021-07-06 04:14:29";17;745
2416;882.23;"DOC";"2021-04-24 14:37:51";855;354
2417;0.39;"DOC";"2021-10-22 03:36:52";610;373
2418;229.20;"TED";"2022-03-18 12:46:59";550;695
2419;620.00;"DOC";"2022-05-25 12:43:08";205;178
2420;652.84;"TED";"2021-05-30 22:16:45";171;389
2421;77.72;"DOC";"2022-03-13 08:42:26";735;353
2422;369.07;"DOC";"2021-10-17 00:52:16";649;396
2423;553.18;"DOC";"2021-07-22 11:38:13";778;691
2424;713.51;"PIX";"2021-05-23 08:00:50";99;37
2425;536.15;"DOC";"2021-07-02 19:29:56";870;119
2426;804.65;"DOC";"2021-12-06 15:17:26";172;594
2427;296.17;"PIX";"2022-01-15 08:31:17";95;695
2428;413.02;"TED";"2021-12-10 12:01:44";109;744
2429;783.48;"PIX";"2021-08-15 12:36:03";4;551
2430;180.39;"DOC";"2022-03-12 12:24:37";399;428
2431;654.13;"PIX";"2021-07-16 13:49:21";121;734
2432;361.97;"DOC";"2021-03-07 21:22:42";84;571
2433;582.91;"TED";"2021-08-28 16:10:28";344;884
2434;319.93;"PIX";"2022-02-28 10:12:06";289;709
2435;435.82;"PIX";"2022-03-30 02:03:57";130;65
2436;567.14;"DOC";"2022-01-09 14:24:19";445;418
2437;279.33;"PIX";"2022-01-10 14:09:12";570;144
2438;799.77;"DOC";"2021-03-23 19:55:48";639;575
2439;560.92;"PIX";"2022-02-14 17:22:01";159;347
2440;912.87;"PIX";"2021-01-24 22:46:38";705;101
2441;49.17;"TED";"2021-03-19 19:09:16";327;823
2442;135.97;"TED";"2021-05-05 23:53:48";403;230
2443;835.35;"DOC";"2021-03-04 07:35:45";725;683
2444;44.99;"TED";"2021-11-02 18:13:23";212;596
2445;411.08;"TED";"2021-11-27 22:02:15";271;178
2446;724.05;"TED";"2021-08-13 18:12:35";644;395
2447;761.38;"PIX";"2021-08-11 18:19:28";299;305
2448;927.83;"PIX";"2021-06-23 03:59:34";426;536
2449;285.91;"DOC";"2021-04-20 18:46:15";275;437
2450;936.66;"TED";"2021-08-30 03:21:32";46;839
2451;68.46;"PIX";"2022-05-28 06:11:33";89;785
2452;576.20;"DOC";"2021-10-08 05:33:00";683;789
2453;409.53;"PIX";"2022-03-08 18:12:41";798;169
2454;884.10;"DOC";"2021-02-22 15:18:59";409;554
2455;627.67;"PIX";"2021-10-11 13:44:19";449;474
2456;574.83;"DOC";"2021-11-18 17:52:26";23;157
2457;92.85;"DOC";"2022-01-17 20:59:47";411;714
2458;432.47;"DOC";"2021-10-07 11:19:48";777;682
2459;818.48;"DOC";"2022-05-11 19:00:21";447;49
2460;900.87;"PIX";"2021-07-10 20:51:33";391;189
2461;7.37;"DOC";"2021-12-25 00:33:01";416;306
2462;303.93;"PIX";"2022-01-29 19:35:44";891;744
2463;943.19;"DOC";"2021-12-31 23:26:37";882;683
2464;584.39;"PIX";"2021-09-25 18:36:39";45;503
2465;250.76;"DOC";"2021-03-11 02:00:15";672;346
2466;565.25;"PIX";"2022-01-11 17:49:12";151;532
2467;731.22;"PIX";"2021-06-10 11:17:46";870;369
2468;482.28;"TED";"2022-04-04 10:58:43";489;75
2469;786.75;"PIX";"2021-11-16 01:03:55";190;45
2470;675.92;"PIX";"2021-03-21 11:11:50";611;66
2471;716.58;"PIX";"2021-02-10 14:29:11";3;446
2472;616.18;"PIX";"2021-01-29 03:04:52";136;892
2473;38.19;"TED";"2021-02-12 00:39:02";68;545
2474;108.20;"PIX";"2021-02-06 07:03:18";538;42
2475;453.55;"TED";"2021-02-11 06:32:54";820;137
2476;798.50;"DOC";"2021-01-19 10:57:00";885;359
2477;128.01;"PIX";"2021-01-31 05:44:49";602;694
2478;8.55;"TED";"2021-11-02 04:05:00";58;797
2479;259.62;"DOC";"2022-04-09 11:33:08";80;407
2480;174.13;"DOC";"2021-09-07 22:11:53";248;160
2481;881.38;"PIX";"2021-11-15 17:37:08";644;478
2482;358.31;"DOC";"2021-07-21 14:37:54";876;277
2483;262.98;"TED";"2022-05-18 05:38:19";782;804
2484;713.99;"TED";"2021-10-28 05:36:15";315;745
2485;698.21;"TED";"2022-03-27 13:02:44";16;243
2486;703.35;"PIX";"2021-11-16 09:27:40";458;188
2487;98.72;"DOC";"2021-09-08 00:01:34";628;210
2488;361.87;"DOC";"2021-10-15 13:22:35";126;516
2489;816.08;"PIX";"2022-05-04 02:43:46";138;50
2490;376.88;"TED";"2021-06-29 11:07:35";546;319
2491;484.77;"TED";"2021-04-07 01:15:41";772;34
2492;309.45;"DOC";"2022-04-24 15:08:08";172;607
2493;165.03;"TED";"2021-03-16 07:08:08";764;222
2494;464.41;"PIX";"2022-01-11 15:55:46";704;214
2495;235.09;"PIX";"2021-10-16 16:24:48";238;632
2496;340.19;"TED";"2021-06-12 18:16:12";327;325
2497;840.64;"TED";"2021-02-27 10:41:31";505;451
2498;422.56;"TED";"2021-07-30 22:21:36";838;322
2499;157.43;"TED";"2021-12-29 16:47:03";747;214
2500;841.46;"PIX";"2021-11-04 04:05:10";40;583
2501;186.41;"PIX";"2022-01-12 11:36:59";484;571
2502;798.86;"DOC";"2022-01-07 20:08:21";473;643
2503;611.79;"TED";"2021-02-09 02:48:31";630;43
2504;735.96;"DOC";"2022-03-13 00:24:20";483;11
2505;338.70;"DOC";"2022-02-12 16:46:55";349;574
2506;940.02;"DOC";"2021-10-18 13:49:35";711;325
2507;758.04;"PIX";"2022-01-11 07:13:12";163;510
2508;201.86;"PIX";"2021-04-05 07:40:46";78;666
2509;464.80;"TED";"2021-08-24 14:47:10";565;743
2510;378.42;"PIX";"2021-06-06 10:11:34";96;473
2511;847.79;"TED";"2022-02-23 02:10:04";847;316
2512;212.70;"PIX";"2022-01-09 16:29:24";648;296
2513;240.38;"PIX";"2021-07-24 16:51:46";368;408
2514;828.99;"DOC";"2021-06-05 12:16:17";13;81
2515;94.18;"PIX";"2021-11-30 03:07:22";319;604
2516;247.47;"PIX";"2021-01-29 06:53:48";393;742
2517;757.59;"TED";"2022-03-08 12:34:30";63;490
2518;555.99;"DOC";"2021-11-09 22:28:37";419;157
2519;949.39;"DOC";"2021-01-29 03:23:00";101;476
2520;607.30;"PIX";"2021-10-24 09:33:19";333;843
2521;392.69;"TED";"2021-02-14 06:05:30";232;284
2522;623.40;"PIX";"2022-01-29 15:50:41";536;668
2523;636.31;"DOC";"2021-06-15 19:45:08";15;61
2524;521.11;"PIX";"2021-01-31 16:52:26";51;515
2525;352.54;"PIX";"2022-03-10 06:08:50";231;270
2526;924.74;"TED";"2022-01-14 22:25:37";168;100
2527;712.71;"PIX";"2021-11-27 22:21:37";528;827
2528;679.78;"PIX";"2021-07-29 14:26:51";510;580
2529;949.43;"TED";"2022-05-10 05:12:24";680;641
2530;321.66;"DOC";"2021-08-27 08:36:43";377;508
2531;8.12;"PIX";"2022-01-26 11:54:53";446;309
2532;271.01;"DOC";"2022-01-16 20:42:01";147;900
2533;348.42;"DOC";"2022-03-11 19:43:09";181;648
2534;353.77;"PIX";"2021-05-27 16:44:56";677;482
2535;331.16;"DOC";"2021-07-03 22:06:01";169;125
2536;664.41;"TED";"2021-12-24 02:34:00";764;241
2537;65.43;"TED";"2021-07-05 01:50:35";844;365
2538;573.69;"PIX";"2022-01-25 16:11:50";627;94
2539;829.73;"PIX";"2022-01-17 16:35:47";643;382
2540;311.53;"PIX";"2022-02-17 12:43:05";701;624
2541;371.35;"DOC";"2022-01-10 21:34:25";872;806
2542;260.07;"DOC";"2021-01-19 08:04:24";38;536
2543;592.99;"TED";"2022-05-01 01:26:50";343;818
2544;355.55;"DOC";"2021-10-10 08:54:30";103;271
2545;710.78;"PIX";"2021-12-18 13:26:48";615;407
2546;138.92;"PIX";"2021-03-12 06:47:39";577;708
2547;589.90;"TED";"2021-12-23 17:19:51";339;276
2548;349.76;"DOC";"2021-04-30 20:50:12";13;607
2549;592.54;"TED";"2021-10-25 07:25:57";313;107
2550;71.52;"TED";"2022-04-02 01:59:53";690;596
2551;250.60;"TED";"2022-03-03 08:19:40";254;591
2552;163.07;"DOC";"2021-07-10 11:25:42";599;133
2553;382.38;"PIX";"2021-01-14 09:10:29";14;737
2554;40.74;"PIX";"2021-02-09 04:49:48";820;442
2555;0.15;"DOC";"2021-12-28 19:26:35";563;261
2556;340.30;"PIX";"2021-05-26 23:32:18";103;228
2557;313.11;"DOC";"2021-05-27 15:11:06";28;840
2558;167.36;"DOC";"2022-02-23 13:58:07";255;478
2559;591.39;"PIX";"2021-08-23 12:36:19";557;162
2560;526.46;"TED";"2021-03-07 04:01:49";849;227
2561;628.61;"DOC";"2022-05-21 05:14:56";813;538
2562;427.86;"PIX";"2022-02-28 02:29:27";304;501
2563;180.06;"TED";"2021-01-06 02:42:47";664;685
2564;70.36;"TED";"2022-04-23 23:40:54";671;567
2565;630.18;"PIX";"2022-01-23 02:56:42";766;584
2566;577.49;"PIX";"2022-05-17 20:31:50";45;804
2567;189.06;"PIX";"2021-12-03 21:20:06";324;374
2568;936.25;"DOC";"2021-05-18 07:48:00";21;438
2569;114.43;"DOC";"2021-10-21 06:23:16";475;741
2570;834.11;"PIX";"2021-10-11 15:42:58";762;65
2571;107.51;"DOC";"2022-02-16 11:36:47";773;453
2572;830.78;"TED";"2021-06-04 13:31:04";298;150
2573;210.10;"DOC";"2021-06-06 14:20:10";615;213
2574;288.27;"DOC";"2021-02-05 07:37:10";166;436
2575;656.44;"DOC";"2021-06-04 13:13:13";706;330
2576;46.54;"TED";"2021-02-07 22:25:12";611;527
2577;811.96;"PIX";"2021-01-15 07:59:28";233;421
2578;314.41;"DOC";"2021-03-28 00:33:54";266;20
2579;311.43;"DOC";"2021-01-30 00:02:22";735;37
2580;663.28;"TED";"2022-02-16 10:05:19";858;470
2581;793.13;"PIX";"2021-07-17 22:30:19";403;501
2582;726.04;"TED";"2022-03-25 09:30:21";268;627
2583;19.78;"TED";"2021-05-30 02:16:01";373;89
2584;929.44;"DOC";"2021-03-17 14:22:21";393;519
2585;425.33;"PIX";"2022-04-28 13:34:49";421;481
2586;444.58;"DOC";"2021-04-21 11:24:42";670;129
2587;117.09;"TED";"2021-04-25 01:47:17";322;67
2588;371.92;"TED";"2022-01-17 20:21:51";873;635
2589;893.96;"DOC";"2022-04-04 14:57:08";440;122
2590;297.17;"TED";"2021-04-12 09:08:08";331;196
2591;809.79;"PIX";"2021-07-30 01:27:45";243;741
2592;825.73;"TED";"2021-09-30 19:59:18";618;635
2593;245.85;"TED";"2021-03-05 11:50:37";428;722
2594;69.34;"PIX";"2022-01-26 21:07:07";602;874
2595;856.30;"TED";"2022-01-17 02:41:17";51;125
2596;371.82;"TED";"2022-05-07 16:13:17";240;381
2597;313.70;"PIX";"2021-06-21 16:15:10";653;168
2598;578.25;"TED";"2021-05-18 04:34:52";203;255
2599;560.47;"TED";"2021-07-24 20:13:39";357;633
2600;483.86;"DOC";"2021-01-13 07:20:26";381;661
2601;220.64;"DOC";"2021-05-31 17:07:10";307;480
2602;443.04;"DOC";"2021-05-25 11:30:06";900;485
2603;525.26;"TED";"2021-11-05 14:17:13";713;467
2604;42.80;"TED";"2021-06-03 10:15:54";314;518
2605;865.92;"DOC";"2021-07-02 11:25:41";481;259
2606;688.28;"PIX";"2021-12-15 12:50:41";435;242
2607;767.86;"DOC";"2022-05-17 17:30:46";676;484
2608;196.75;"DOC";"2021-07-31 07:37:48";858;636
2609;283.49;"TED";"2022-02-02 10:03:25";552;334
2610;447.26;"TED";"2021-07-15 20:14:55";495;152
2611;98.19;"DOC";"2021-12-06 06:36:38";472;352
2612;259.35;"PIX";"2021-11-29 23:17:33";65;48
2613;367.70;"TED";"2021-05-25 04:42:26";82;357
2614;515.83;"DOC";"2021-02-16 00:50:51";94;879
2615;469.57;"TED";"2021-07-15 13:21:50";859;687
2616;417.72;"DOC";"2021-02-09 13:48:25";689;70
2617;218.50;"TED";"2021-11-12 20:02:33";826;787
2618;835.59;"TED";"2021-10-24 08:19:04";839;648
2619;414.61;"DOC";"2021-04-04 13:20:58";424;782
2620;856.76;"PIX";"2022-04-30 03:32:09";250;265
2621;69.36;"TED";"2021-02-18 09:19:52";664;416
2622;210.08;"TED";"2021-07-19 01:16:29";234;57
2623;182.30;"DOC";"2021-08-05 22:21:01";832;241
2624;581.72;"TED";"2022-01-11 17:02:03";397;745
2625;12.61;"PIX";"2022-02-10 07:09:37";60;427
2626;791.12;"DOC";"2022-04-07 09:15:15";549;62
2627;392.52;"DOC";"2022-02-24 13:19:50";334;73
2628;65.69;"PIX";"2021-04-01 20:13:25";115;826
2629;74.96;"DOC";"2021-12-12 15:54:56";544;286
2630;23.36;"DOC";"2022-04-07 05:34:41";514;93
2631;212.39;"TED";"2021-04-22 13:51:13";470;307
2632;474.05;"TED";"2021-08-07 14:02:40";653;722
2633;759.51;"TED";"2021-02-20 19:33:10";717;533
2634;941.70;"TED";"2021-01-19 19:17:52";592;761
2635;31.46;"TED";"2021-11-24 02:53:31";748;151
2636;584.89;"TED";"2021-01-02 15:58:16";125;193
2637;277.99;"DOC";"2022-02-03 12:30:53";10;413
2638;689.01;"DOC";"2022-05-14 13:46:23";326;482
2639;549.53;"TED";"2021-01-29 14:32:45";655;813
2640;916.66;"DOC";"2021-10-18 09:57:23";257;614
2641;656.59;"DOC";"2021-11-26 10:04:17";507;171
2642;477.15;"PIX";"2021-03-27 20:01:21";710;621
2643;613.32;"PIX";"2021-07-10 11:34:06";794;19
2644;288.07;"PIX";"2021-10-30 20:23:01";112;54
2645;141.48;"TED";"2021-09-24 08:35:17";487;187
2646;698.23;"PIX";"2021-10-10 08:23:18";241;699
2647;933.18;"PIX";"2022-03-16 16:19:56";612;138
2648;122.88;"DOC";"2021-02-08 04:30:23";450;264
2649;458.45;"TED";"2021-06-15 18:04:02";224;566
2650;38.76;"DOC";"2021-06-28 04:30:28";591;697
2651;61.52;"TED";"2022-02-03 21:45:36";108;117
2652;558.46;"PIX";"2021-02-08 22:14:12";397;491
2653;420.89;"TED";"2022-04-28 04:48:43";792;351
2654;8.17;"TED";"2022-02-05 03:42:53";221;299
2655;444.53;"PIX";"2021-02-19 07:22:18";171;824
2656;354.53;"PIX";"2021-02-14 23:39:40";111;685
2657;424.48;"PIX";"2021-05-27 21:31:29";274;21
2658;447.27;"DOC";"2021-12-12 01:48:28";435;498
2659;917.51;"PIX";"2021-01-08 21:32:24";423;364
2660;944.02;"DOC";"2022-04-06 22:12:18";506;56
2661;397.90;"PIX";"2021-08-22 14:45:55";348;467
2662;662.51;"DOC";"2021-03-21 04:20:01";810;81
2663;319.33;"TED";"2022-05-17 09:56:03";754;600
2664;677.83;"TED";"2021-01-13 23:25:22";802;695
2665;643.39;"PIX";"2021-01-15 17:05:13";192;665
2666;685.06;"TED";"2021-03-13 02:24:27";505;348
2667;166.30;"TED";"2022-01-02 03:24:08";60;670
2668;65.58;"PIX";"2022-01-22 01:53:08";424;195
2669;266.18;"DOC";"2022-02-10 02:00:26";725;832
2670;694.12;"DOC";"2021-06-21 14:50:28";760;724
2671;830.93;"TED";"2021-08-18 14:26:41";213;383
2672;764.64;"DOC";"2021-05-16 13:36:37";403;427
2673;281.42;"PIX";"2022-03-30 05:36:42";695;195
2674;336.98;"TED";"2022-01-18 22:10:15";858;455
2675;620.49;"DOC";"2021-11-10 22:15:09";375;263
2676;311.46;"TED";"2022-01-15 02:52:07";418;783
2677;120.13;"PIX";"2022-02-08 18:41:04";403;208
2678;77.73;"PIX";"2021-09-18 06:43:59";107;568
2679;694.70;"PIX";"2021-07-29 19:50:31";189;383
2680;255.85;"PIX";"2021-03-11 19:26:31";411;898
2681;324.08;"TED";"2021-03-14 11:22:13";263;560
2682;914.31;"DOC";"2021-01-30 09:25:58";816;239
2683;382.39;"PIX";"2021-01-29 22:11:20";51;430
2684;760.71;"TED";"2021-07-16 02:41:43";734;552
2685;202.40;"DOC";"2022-04-21 12:21:50";471;417
2686;47.10;"TED";"2021-05-09 19:41:16";540;826
2687;781.78;"DOC";"2022-01-09 17:48:48";157;69
2688;620.38;"TED";"2021-04-25 07:54:37";419;170
2689;878.46;"TED";"2021-12-29 05:22:00";578;214
2690;903.58;"TED";"2021-10-07 19:47:18";616;187
2691;79.35;"TED";"2021-06-04 00:51:30";71;730
2692;52.98;"PIX";"2022-05-23 03:56:11";497;771
2693;412.36;"TED";"2021-04-09 08:39:52";688;582
2694;758.67;"PIX";"2021-03-09 08:59:49";106;170
2695;157.80;"PIX";"2021-11-03 12:24:39";127;282
2696;623.37;"TED";"2021-09-25 09:58:47";899;47
2697;940.44;"TED";"2021-11-27 21:29:55";869;28
2698;943.57;"DOC";"2021-12-22 02:25:34";443;366
2699;558.21;"PIX";"2022-04-12 13:10:28";119;268
2700;717.56;"PIX";"2021-12-10 04:28:59";655;455
2701;406.96;"TED";"2021-11-21 18:29:48";27;502
2702;541.81;"PIX";"2021-06-21 10:45:26";896;252
2703;429.25;"DOC";"2021-06-20 00:28:18";866;27
2704;527.52;"TED";"2021-09-09 20:23:54";364;776
2705;784.08;"TED";"2021-01-18 05:14:01";149;359
2706;215.88;"DOC";"2021-05-14 02:33:32";262;779
2707;459.85;"TED";"2021-02-06 10:58:15";882;496
2708;359.40;"PIX";"2021-04-26 03:27:43";695;381
2709;547.74;"TED";"2021-01-30 08:49:12";879;514
2710;324.34;"TED";"2021-09-14 04:12:41";180;326
2711;629.33;"PIX";"2021-03-07 05:18:42";835;329
2712;945.82;"DOC";"2021-11-13 03:24:47";792;531
2713;369.43;"TED";"2021-12-31 18:36:35";679;683
2714;456.07;"TED";"2021-11-25 17:42:53";172;834
2715;701.01;"PIX";"2021-02-09 17:08:33";624;256
2716;208.06;"DOC";"2021-12-12 15:58:34";634;426
2717;695.00;"DOC";"2021-06-14 17:49:04";323;609
2718;891.09;"PIX";"2021-09-09 05:05:34";692;621
2719;171.27;"TED";"2021-02-24 09:24:00";569;481
2720;941.32;"DOC";"2022-03-17 23:09:34";297;217
2721;247.17;"PIX";"2021-05-25 11:30:48";504;590
2722;703.60;"DOC";"2021-07-23 05:09:23";880;367
2723;486.48;"DOC";"2021-09-19 06:32:21";200;51
2724;437.36;"TED";"2021-12-17 00:18:09";869;98
2725;120.03;"DOC";"2022-05-27 10:59:41";445;277
2726;486.00;"TED";"2021-05-20 10:00:27";655;442
2727;155.05;"PIX";"2021-11-24 06:16:23";418;126
2728;809.12;"DOC";"2021-06-05 00:22:04";512;369
2729;155.75;"TED";"2021-05-21 21:10:46";21;705
2730;783.54;"PIX";"2021-02-22 09:36:32";419;649
2731;143.72;"PIX";"2021-02-07 13:27:47";847;512
2732;30.10;"DOC";"2021-10-24 19:17:30";780;99
2733;683.33;"TED";"2021-09-15 22:09:47";758;675
2734;69.72;"TED";"2021-03-07 14:48:23";568;276
2735;425.86;"PIX";"2021-02-03 16:02:23";453;330
2736;600.09;"DOC";"2021-10-05 21:58:20";551;438
2737;900.05;"PIX";"2021-07-27 11:04:53";866;349
2738;661.12;"DOC";"2022-02-11 11:32:37";208;704
2739;156.79;"TED";"2021-10-14 05:44:36";627;809
2740;363.34;"PIX";"2022-02-26 13:59:40";447;25
2741;870.75;"TED";"2021-12-15 01:45:55";507;735
2742;179.98;"TED";"2021-07-31 09:29:52";331;534
2743;164.21;"TED";"2022-02-17 10:37:34";255;853
2744;812.70;"DOC";"2022-01-13 17:43:26";486;281
2745;365.18;"PIX";"2021-04-15 11:15:27";802;881
2746;823.28;"PIX";"2021-04-25 00:35:24";23;608
2747;151.08;"PIX";"2021-07-16 20:27:35";357;302
2748;503.13;"DOC";"2021-03-13 22:15:42";773;428
2749;358.19;"PIX";"2021-11-09 00:28:09";523;558
2750;687.02;"TED";"2021-03-04 05:48:50";250;211
2751;48.05;"DOC";"2021-12-28 13:18:39";843;544
2752;738.41;"PIX";"2021-03-29 03:34:42";726;310
2753;63.30;"PIX";"2022-04-24 18:45:30";274;482
2754;7.24;"PIX";"2021-12-10 04:51:29";761;644
2755;272.85;"TED";"2021-06-16 13:13:41";348;767
2756;217.01;"DOC";"2022-02-06 18:21:11";272;640
2757;97.18;"TED";"2021-05-28 23:53:06";112;498
2758;380.18;"TED";"2021-10-03 18:36:24";154;581
2759;96.06;"DOC";"2021-03-08 01:39:56";714;56
2760;295.66;"DOC";"2021-07-11 17:46:38";727;297
2761;621.89;"PIX";"2022-03-10 19:48:07";41;239
2762;204.75;"PIX";"2022-05-06 11:55:55";206;383
2763;536.94;"TED";"2021-09-28 17:21:52";332;330
2764;840.37;"PIX";"2022-02-10 11:41:23";865;542
2765;293.47;"PIX";"2022-03-02 00:00:47";446;597
2766;751.66;"PIX";"2021-04-30 18:04:44";346;727
2767;403.99;"TED";"2022-03-21 03:25:21";630;89
2768;757.96;"PIX";"2021-07-05 14:37:56";863;122
2769;833.56;"DOC";"2022-02-05 12:26:58";65;61
2770;353.13;"TED";"2022-02-15 12:25:16";296;575
2771;647.62;"DOC";"2021-07-07 13:02:57";733;894
2772;258.27;"TED";"2021-05-26 00:59:26";579;635
2773;320.51;"TED";"2022-03-01 10:03:09";750;308
2774;620.56;"DOC";"2022-05-01 04:25:49";551;188
2775;161.43;"TED";"2021-06-01 23:00:32";143;227
2776;302.17;"PIX";"2021-04-26 20:43:21";311;558
2777;108.23;"DOC";"2021-04-16 04:28:13";596;326
2778;9.02;"PIX";"2022-01-24 11:43:12";551;538
2779;615.92;"DOC";"2021-01-28 23:06:16";376;843
2780;657.58;"DOC";"2021-12-20 07:48:10";625;841
2781;677.91;"TED";"2021-09-11 06:24:02";802;585
2782;65.63;"PIX";"2022-05-08 01:14:01";535;559
2783;143.70;"DOC";"2022-05-20 21:15:30";237;888
2784;39.05;"TED";"2021-04-02 22:23:25";645;290
2785;255.48;"DOC";"2021-01-31 15:22:12";129;31
2786;910.37;"PIX";"2022-04-18 21:20:51";454;603
2787;740.54;"PIX";"2022-04-09 22:37:27";649;247
2788;221.34;"DOC";"2021-01-27 02:58:38";345;221
2789;757.70;"PIX";"2021-07-10 09:37:05";691;78
2790;811.78;"DOC";"2021-11-11 16:27:50";102;85
2791;652.60;"TED";"2021-06-10 23:38:03";340;699
2792;37.98;"TED";"2021-07-05 12:41:46";84;356
2793;733.58;"PIX";"2022-01-22 12:13:42";450;307
2794;399.64;"PIX";"2021-01-12 10:13:35";707;134
2795;265.07;"DOC";"2021-08-09 02:46:06";455;360
2796;86.31;"PIX";"2021-04-28 18:34:40";388;896
2797;623.26;"DOC";"2021-10-13 08:05:19";95;75
2798;780.71;"PIX";"2021-11-30 01:02:15";620;485
2799;827.44;"PIX";"2022-02-19 05:15:46";46;573
2800;667.43;"DOC";"2021-07-27 00:24:32";687;663
2801;188.52;"PIX";"2021-01-19 06:29:57";786;191
2802;737.62;"PIX";"2021-11-09 01:25:58";845;722
2803;665.60;"DOC";"2021-07-23 18:02:17";697;235
2804;455.79;"PIX";"2021-03-30 03:59:27";106;139
2805;943.42;"DOC";"2022-05-09 20:19:39";803;369
2806;491.60;"PIX";"2022-03-12 05:12:35";785;135
2807;153.56;"PIX";"2022-03-18 06:18:18";138;652
2808;612.94;"TED";"2021-08-07 18:02:11";288;183
2809;902.27;"TED";"2021-10-16 12:06:17";564;124
2810;162.24;"TED";"2021-03-21 06:19:36";407;440
2811;782.57;"TED";"2021-04-30 21:43:28";116;501
2812;950.02;"TED";"2021-11-10 15:03:37";337;822
2813;536.40;"TED";"2021-01-29 00:38:57";697;729
2814;484.97;"TED";"2021-02-06 11:07:47";580;726
2815;180.72;"TED";"2021-04-11 21:16:16";334;270
2816;672.28;"TED";"2021-02-18 19:04:05";249;739
2817;9.86;"DOC";"2021-03-19 10:29:51";646;220
2818;640.66;"TED";"2022-02-17 02:29:36";138;687
2819;154.47;"TED";"2022-05-24 10:53:07";266;55
2820;641.35;"PIX";"2021-03-02 11:54:01";322;533
2821;947.14;"PIX";"2021-07-25 08:59:39";337;839
2822;944.14;"DOC";"2022-05-18 01:11:56";26;401
2823;339.18;"DOC";"2021-08-09 20:14:12";692;773
2824;221.56;"PIX";"2021-04-30 19:31:13";171;814
2825;783.74;"TED";"2021-06-18 20:52:25";430;846
2826;943.27;"PIX";"2021-09-30 11:59:19";629;408
2827;81.42;"TED";"2022-05-26 01:27:14";44;291
2828;674.19;"TED";"2021-12-01 10:34:16";368;601
2829;839.68;"TED";"2022-01-25 19:25:32";693;346
2830;195.92;"PIX";"2021-06-11 03:02:43";741;221
2831;426.30;"PIX";"2021-10-12 08:50:03";134;754
2832;330.07;"DOC";"2021-03-09 21:18:40";28;465
2833;520.89;"DOC";"2021-07-19 00:26:58";461;320
2834;364.41;"PIX";"2021-11-11 14:59:07";487;335
2835;374.66;"DOC";"2021-02-24 06:34:16";185;828
2836;33.69;"DOC";"2021-05-15 13:27:42";97;582
2837;341.66;"DOC";"2021-04-08 21:26:08";665;152
2838;457.01;"TED";"2021-10-08 07:03:59";215;240
2839;782.94;"DOC";"2022-01-10 17:53:37";547;862
2840;27.33;"TED";"2021-12-21 01:35:56";44;294
2841;58.32;"TED";"2021-10-20 19:09:52";450;196
2842;252.78;"TED";"2022-05-01 22:10:19";889;890
2843;467.51;"DOC";"2022-05-27 01:06:40";180;62
